,A,B,Ratio
3088,BSc/MMath Mathematics and Statistics,Mathematics,100
3089,BSc/MMath Mathematics and Statistics,Statistics,100
3090,BSc/Msci  Environmental Science,Science,100
3091,BSc/Msci  Mathematics with Statistics,Mathematics,100
3092,BSc/Msci  Mathematics with Statistics,Statistics,100
3093,BSc/MSci Biochemistry,Biochemistry,100
3094,BSc/Msci Computer Science and Mathematics,Mathematics,100
3095,BSc/Msci Computer Science and Mathematics,Science,100
3096,BSc/Msci Environmental Science,Science,100
3097,BSc/MSci Financial Mathematics,Mathematics,100
3098,BSc/MSci Mathematics,Mathematics,100
3099,BSc/Msci Mathematics with Statistics,Mathematics,100
3100,BSc/Msci Mathematics with Statistics,Statistics,100
3101,BSocSc  Social Policy & Sociology,Sociology,100
3102,BSocSc Social Policy & Sociology,Sociology,100
3103,Business,Business,100
3104,Business ,Business,100
3105,"Business  Administration (Themes-Global Business, Sustainable Business, or Entrpreneurship)(Concentr",Administration,100
3106,"Business  Administration (Themes-Global Business, Sustainable Business, or Entrpreneurship)(Concentr",Business,100
3107,"Business  Administration (Themes-Global Business, Sustainable Business, or Entrpreneurship)(Concentr",Global,100
3108,"Business  Administration (Themes-Global Business, Sustainable Business, or Entrpreneurship)(Concentrations- Accounting, Finance, Marketing, or Business Analytics (Grossman School of Business)",Accounting,100
3109,"Business  Administration (Themes-Global Business, Sustainable Business, or Entrpreneurship)(Concentrations- Accounting, Finance, Marketing, or Business Analytics (Grossman School of Business)",Administration,100
3110,"Business  Administration (Themes-Global Business, Sustainable Business, or Entrpreneurship)(Concentrations- Accounting, Finance, Marketing, or Business Analytics (Grossman School of Business)",Analytics,100
3111,"Business  Administration (Themes-Global Business, Sustainable Business, or Entrpreneurship)(Concentrations- Accounting, Finance, Marketing, or Business Analytics (Grossman School of Business)",Business,100
3112,"Business  Administration (Themes-Global Business, Sustainable Business, or Entrpreneurship)(Concentrations- Accounting, Finance, Marketing, or Business Analytics (Grossman School of Business)",Finance,100
3113,"Business  Administration (Themes-Global Business, Sustainable Business, or Entrpreneurship)(Concentrations- Accounting, Finance, Marketing, or Business Analytics (Grossman School of Business)",Global,100
3114,"Business  Administration (Themes-Global Business, Sustainable Business, or Entrpreneurship)(Concentrations- Accounting, Finance, Marketing, or Business Analytics (Grossman School of Business)",Marketing,100
3115,Business - BS,Business,100
3116,Business & Management ,Business,100
3117,Business & Management ,Management,100
3118,Business (General),Business,100
3119,Business Accounting,Accounting,100
3120,Business Accounting,Business,100
3121,Business Adminisration,Business,100
3122,Business Adminisration - Marketing,Business,100
3123,Business Adminisration - Marketing,Marketing,100
3124,Business Administration,Administration,100
3125,Business Administration,Business,100
3126,Business Administration  Bachelor of Business Administration,Administration,100
3127,Business Administration  Bachelor of Business Administration,Business,100
3128,Business Administration - Economics,Administration,100
3129,Business Administration - Economics,Business,100
3130,Business Administration - Economics,Economics,100
3131,Business Administration - Entrepreneurial Management,Administration,100
3132,Business Administration - Entrepreneurial Management,Business,100
3133,Business Administration - Entrepreneurial Management,Management,100
3134,Business Administration - Finance,Administration,100
3135,Business Administration - Finance,Business,100
3136,Business Administration - Finance,Finance,100
3137,Business Administration - Financial Valuation and Investment Management,Administration,100
3138,Business Administration - Financial Valuation and Investment Management,Business,100
3139,Business Administration - Financial Valuation and Investment Management,Management,100
3140,Business Administration - General Business,Administration,100
3141,Business Administration - General Business,Business,100
3142,Business Administration - General Business ,Administration,100
3143,Business Administration - General Business ,Business,100
3144,Business Administration - Health Care Management,Administration,100
3145,Business Administration - Health Care Management,Business,100
3146,Business Administration - Health Care Management,Management,100
3147,Business Administration - Healthcare Management,Administration,100
3148,Business Administration - Healthcare Management,Business,100
3149,Business Administration - Healthcare Management,Management,100
3150,Business Administration - Healthcare Management,Healthcare,100
3151,Business Administration  Healthcare Management,Administration,100
3152,Business Administration  Healthcare Management,Business,100
3153,Business Administration  Healthcare Management,Management,100
3154,Business Administration  Healthcare Management,Healthcare,100
3155,Business Administration - Human Resource Management,Administration,100
3156,Business Administration - Human Resource Management,Business,100
3157,Business Administration - Human Resource Management,Management,100
3158,Business Administration - Information Systems,Administration,100
3159,Business Administration - Information Systems,Business,100
3160,Business Administration - Information Systems,Information,100
3161,Business Administration - Information Systems,Systems,100
3162,Business Administration - International Busines,Administration,100
3163,Business Administration - International Busines,Business,100
3164,Business Administration - International Business Management,Administration,100
3165,Business Administration - International Business Management,Business,100
3166,Business Administration - International Business Management,Management,100
3167,Business Administration - International Business Studies,Administration,100
3168,Business Administration - International Business Studies,Business,100
3169,Business Administration - Management,Administration,100
3170,Business Administration - Management,Business,100
3171,Business Administration - Management,Management,100
3172,Business Administration - Management ,Administration,100
3173,Business Administration - Management ,Business,100
3174,Business Administration - Management ,Management,100
3175,Business Administration - Management Information Systems,Administration,100
3176,Business Administration - Management Information Systems,Business,100
3177,Business Administration - Management Information Systems,Information,100
3178,Business Administration - Management Information Systems,Management,100
3179,Business Administration - Management Information Systems,Systems,100
3180,Business Administration - Marketing,Administration,100
3181,Business Administration - Marketing,Business,100
3182,Business Administration - Marketing,Marketing,100
3183,Business Administration - Marketing ,Administration,100
3184,Business Administration - Marketing ,Business,100
3185,Business Administration - Marketing ,Marketing,100
3186,Business Administration - MBA,Administration,100
3187,Business Administration - MBA,Business,100
3188,Business Administration - Media Management,Administration,100
3189,Business Administration - Media Management,Business,100
3190,Business Administration - Media Management,Management,100
3191,Business Administration - Media Management,Media,100
3192,Business Administration - Sports Management,Administration,100
3193,Business Administration - Sports Management,Business,100
3194,Business Administration - Sports Management,Management,100
3195,Business Administration (30 hrs),Administration,100
3196,Business Administration (30 hrs),Business,100
3197,Business Administration (30 hrs)  (BUSI),Administration,100
3198,Business Administration (30 hrs)  (BUSI),Business,100
3199,Business Administration / MBA,Administration,100
3200,Business Administration / MBA,Business,100
3201,Business Administration in Executive Management,Administration,100
3202,Business Administration in Executive Management,Business,100
3203,Business Administration in Executive Management,Management,100
3204,Business Administration ,Administration,100
3205,Business Administration ,Business,100
3206,"Business Administration, concentrations: Accounting, Entrepreneurship, Finance, Human Resource Management, International Business, Management, Management Information Systems, Marketing",Accounting,100
3207,"Business Administration, concentrations: Accounting, Entrepreneurship, Finance, Human Resource Management, International Business, Management, Management Information Systems, Marketing",Administration,100
3208,"Business Administration, concentrations: Accounting, Entrepreneurship, Finance, Human Resource Management, International Business, Management, Management Information Systems, Marketing",Business,100
3209,"Business Administration, concentrations: Accounting, Entrepreneurship, Finance, Human Resource Management, International Business, Management, Management Information Systems, Marketing",Finance,100
3210,"Business Administration, concentrations: Accounting, Entrepreneurship, Finance, Human Resource Management, International Business, Management, Management Information Systems, Marketing",Information,100
3211,"Business Administration, concentrations: Accounting, Entrepreneurship, Finance, Human Resource Management, International Business, Management, Management Information Systems, Marketing",Management,100
3212,"Business Administration, concentrations: Accounting, Entrepreneurship, Finance, Human Resource Management, International Business, Management, Management Information Systems, Marketing",Marketing,100
3213,"Business Administration, concentrations: Accounting, Entrepreneurship, Finance, Human Resource Management, International Business, Management, Management Information Systems, Marketing",Systems,100
3214,"Business Administration, concentrations: Accounting, Entrepreneurship, Finance, Human Resource Management, International Business, Management, Management Information Systems, Marketing",Entrepreneurship,100
3215,"Business Administration, Marketing",Administration,100
3216,"Business Administration, Marketing",Business,100
3217,"Business Administration, Marketing",Marketing,100
3218,Business Administration:  Human Resounce Management,Administration,100
3219,Business Administration:  Human Resounce Management,Business,100
3220,Business Administration:  Human Resounce Management,Management,100
3221,Business Administration: International Business,Administration,100
3222,Business Administration: International Business,Business,100
3223,Business Administration: Management,Administration,100
3224,Business Administration: Management,Business,100
3225,Business Administration: Management,Management,100
3226,Business AdministrationFinance Concentration,Business,100
3227,Business AdministrationGeneral Business,Business,100
3228,Business AdministrationInternational Business Concentration,Business,100
3229,Business AdministrationManagement Concentration,Business,100
3230,Business AdministrationManagement Information Systems Concentration,Business,100
3231,Business AdministrationManagement Information Systems Concentration,Information,100
3232,Business AdministrationManagement Information Systems Concentration,Systems,100
3233,Business Analysis,Business,100
3234,Business Analysis & Consulting ,Business,100
3235,Business Analytics,Analytics,100
3236,Business Analytics,Business,100
3237,Business Analytics  - MSBA,Analytics,100
3238,Business Analytics  - MSBA,Business,100
3239,Business Analytics - MS,Analytics,100
3240,Business Analytics - MS,Business,100
3241,Business Analytics and Consultancy,Analytics,100
3242,Business Analytics and Consultancy,Business,100
3243,Business Analytics and Consultancy - Study Abroad,Analytics,100
3244,Business Analytics and Consultancy - Study Abroad,Business,100
3245,Business Analytics and Consultancy (Industrial Placement),Analytics,100
3246,Business Analytics and Consultancy (Industrial Placement),Business,100
3247,Business Analytics and Consultancy (Industrial Placement),Industrial,100
3248,"Business Analytics, MS",Analytics,100
3249,"Business Analytics, MS",Business,100
3250,Business and Finance,Business,100
3251,Business and Finance,Finance,100
3252,Business and Human Resource Management,Business,100
3253,Business and Human Resource Management,Management,100
3254,Business and Law,Business,100
3255,Business and Law,Law,100
3256,Business and Management,Business,100
3257,Business and Management,Management,100
3258,Business and Management ,Business,100
